ID1,ID2,Num_Mums,Total_mums_length
11,60,577,19582
11,61,1589,86469
11,62,1594,86383
11,64,513,18123
11,65,571,20305
11,66,535,18799
11,67,180,6948
11,69,569,19958
11,74,668,23319
11,76,108,2725
11,77,672,23382
11,78,587,20760
11,79,586,20713
11,80,589,20766
11,81,584,20682
11,83,586,20686
11,85,589,20765
11,87,589,20792
11,89,588,20773
11,90,589,20757
11,91,270,9550
11,92,694,25029
11,98,551,19375
11,99,550,19431
12,50,869,31679
12,51,1786,107902
12,52,1782,108228
12,53,1779,107429
12,54,1781,107647
12,55,729,27807
12,56,200,6200
12,57,816,30333
12,60,819,29992
12,61,1758,107783
12,62,1768,107733
12,64,734,27865
12,65,819,31384
12,66,758,28868
12,67,329,13117
12,69,802,30491
12,74,922,34881
12,76,226,6785
12,77,902,33973
12,78,820,31386
12,79,818,31308
12,80,825,31420
12,81,816,31258
12,83,819,31295
12,85,825,31419
12,87,823,31406
12,89,822,31412
12,90,825,31426
12,91,470,17759
12,92,954,37014
12,98,776,29649
12,99,777,29800
13,50,868,31659
13,51,1783,107840
13,52,1780,108178
13,53,1776,107367
13,54,1777,107578
13,55,729,27807
13,56,200,6200
13,57,816,30339
13,60,818,29972
13,61,1757,107748
13,62,1765,107682
13,64,734,27865
13,65,820,31404
13,66,757,28848
13,67,329,13117
13,69,801,30471
13,74,921,34861
13,76,227,6805
13,77,901,33953
13,78,820,31386
13,79,818,31308
13,80,825,31420
13,81,816,31258
13,83,819,31295
13,85,825,31419
13,87,823,31406
13,89,822,31412
13,90,825,31426
13,91,470,17759
13,92,953,36991
13,98,776,29648
13,99,777,29800
15,50,869,31678
15,51,1785,107840
15,52,1782,108162
15,53,1778,107367
15,54,1780,107585
15,55,729,27806
15,56,200,6200
15,57,816,30332
15,60,819,29992
15,61,1759,107730
15,62,1767,107665
15,64,734,27865
15,65,819,31383
15,66,758,28867
15,67,329,13117
15,69,802,30490
15,74,922,34880
15,76,226,6785
15,77,902,33972
15,78,820,31385
15,79,818,31307
15,80,825,31419
15,81,816,31257
15,83,819,31294
15,85,825,31418
15,87,823,31405
15,89,822,31411
15,90,825,31425
15,91,470,17758
15,92,954,37014
15,98,776,29648
15,99,777,29799
16,50,637,21360
16,51,1605,86322
16,52,1596,86594
16,53,1600,86046
16,54,1600,86067
16,55,506,17803
16,56,127,3915
16,57,594,20299
16,60,569,19323
16,61,1570,86192
16,62,1576,86160
16,64,505,17836
16,65,564,20135
16,66,530,18643
16,67,182,7017
16,69,560,19703
16,74,660,23014
16,76,109,2733
16,77,662,23139
16,78,581,20559
16,79,581,20532
16,80,584,20585
16,81,579,20501
16,83,581,20504
16,85,584,20584
16,87,584,20611
16,89,584,20612
16,90,585,20596
16,91,271,9581
16,92,691,24872
16,98,541,19147
16,99,542,19238
18,50,1279,52494
18,51,770,28950
18,52,775,29115
18,53,766,28871
18,54,770,28950
18,55,1251,50776
18,56,355,12088
18,57,1202,49848
18,60,1597,69101
18,61,774,28913
18,62,770,28806
18,64,1813,117012
18,65,1231,48393
18,66,1405,56533
18,67,323,14027
18,69,1507,62798
18,74,1534,63305
18,76,195,6104
18,77,1355,53885
18,78,1560,65536
18,79,1556,65341
18,80,1565,65374
18,81,1562,65464
18,83,1566,65412
18,85,1566,65397
18,87,1566,65443
18,89,1557,65319
18,90,1561,65576
18,91,534,22325
18,92,1241,48919
18,98,1417,58475
18,99,1424,59059
19,50,1309,52650
19,51,765,28542
19,52,768,28654
19,53,761,28461
19,54,765,28542
19,55,1264,50588
19,56,357,12013
19,57,1226,50082
19,60,1607,68797
19,61,772,28550
19,62,768,28443
19,64,1830,115184
19,65,1262,48568
19,66,1404,56146
19,67,323,13999
19,69,1509,62367
19,74,1569,63642
19,76,195,6098
19,77,1382,53939
19,78,1564,65173
19,79,1562,65045
19,80,1572,65087
19,81,1565,65095
19,83,1569,65010
19,85,1572,65090
19,87,1571,65105
19,89,1563,64970
19,90,1563,65162
19,91,537,22179
19,92,1242,48424
19,98,1434,58219
19,99,1437,58715
20,50,321,10495
20,51,281,8959
20,52,281,8945
20,53,282,8963
20,54,281,8959
20,55,348,11153
20,56,73,1883
20,57,332,10782
20,60,362,11331
20,61,281,8930
20,62,282,8947
20,64,353,11084
20,65,399,12527
20,66,357,11336
20,67,281,10254
20,69,391,12579
20,74,394,12613
20,76,404,13504
20,77,423,13164
20,78,384,12332
20,79,384,12310
20,80,383,12277
20,81,382,12271
20,83,383,12290
20,85,383,12277
20,87,382,12245
20,89,380,12246
20,90,381,12243
20,91,198,6830
20,92,413,12909
20,98,368,11678
20,99,367,11771
25,50,1380,60041
25,51,891,33153
25,52,891,33222
25,53,889,33128
25,54,891,33153
25,55,1438,59591
25,56,397,13647
25,57,1281,57553
25,60,1771,80478
25,61,897,33190
25,62,894,33115
25,64,1589,67245
25,65,1383,57027
25,66,1531,65850
25,67,332,14791
25,69,1716,77031
25,74,1781,78282
25,76,197,6262
25,77,1547,65595
25,78,1771,80187
25,79,1769,80060
25,80,1778,80057
25,81,1775,80092
25,83,1779,80114
25,85,1780,80097
25,87,1776,80073
25,89,1776,80136
25,90,1774,80238
25,91,592,25486
25,92,1433,57545
25,98,1637,70473
25,99,1643,71161
26,50,876,31681
26,51,1729,105526
26,52,1736,105956
26,53,1743,105521
26,54,1728,105389
26,55,740,28172
26,56,200,6351
26,57,834,30562
26,60,846,30763
26,61,1738,105660
26,62,1731,105405
26,64,776,28875
26,65,837,32212
26,66,794,29616
26,67,342,13294
26,69,858,31680
26,74,945,35674
26,76,220,6666
26,77,907,34629
26,78,868,32620
26,79,868,32603
26,80,868,32544
26,81,867,32544
26,83,865,32501
26,85,868,32544
26,87,870,32592
26,89,870,32648
26,90,868,32577
26,91,472,17609
26,92,958,37422
26,98,786,29827
26,99,793,30032
29,50,235,8918
29,51,233,7986
29,52,231,7945
29,53,230,7927
29,54,232,7966
29,55,237,9069
29,56,60,1897
29,57,224,8711
29,60,243,8968
29,61,230,7911
29,62,230,7911
29,64,246,9124
29,65,240,8942
29,66,241,9038
29,67,212,8748
29,69,246,9135
29,74,251,9298
29,76,138,4302
29,77,246,9499
29,78,237,8966
29,79,234,8906
29,80,234,8906
29,81,236,8946
29,83,239,8966
29,85,234,8906
29,87,237,8966
29,89,240,9027
29,90,236,8945
29,91,210,7626
29,92,228,8855
29,98,241,9115
29,99,241,9113
31,50,314,9692
31,51,285,8611
31,52,283,8582
31,53,283,8549
31,54,285,8611
31,55,343,10384
31,56,78,2150
31,57,283,8930
31,60,355,10519
31,61,283,8520
31,62,282,8500
31,64,351,10419
31,65,331,10142
31,66,336,10101
31,67,237,8201
31,69,368,11110
31,74,372,11427
31,76,523,18157
31,77,371,11264
31,78,361,11065
31,79,359,11038
31,80,358,10973
31,81,357,10973
31,83,359,10998
31,85,359,10993
31,87,355,10917
31,89,359,11027
31,90,359,10998
31,91,184,5977
31,92,346,10490
31,98,360,10788
31,99,357,10776
32,50,313,9678
32,51,285,8613
32,52,283,8587
32,53,283,8552
32,54,285,8613
32,55,344,10422
32,56,79,2174
32,57,285,8998
32,60,355,10544
32,61,283,8523
32,62,282,8503
32,64,348,10396
32,65,330,10150
32,66,338,10160
32,67,237,8240
32,69,371,11213
32,74,372,11461
32,76,523,18178
32,77,373,11326
32,78,362,11130
32,79,361,11124
32,80,360,11059
32,81,359,11059
32,83,360,11063
32,85,360,11059
32,87,357,11003
32,89,360,11092
32,90,359,11044
32,91,184,5991
32,92,347,10563
32,98,366,10917
32,99,361,10868
34,50,1382,59521
34,51,775,28805
34,52,779,28921
34,53,772,28765
34,54,775,28801
34,55,1458,62568
34,56,407,14076
34,57,1280,56517
34,60,1506,61459
34,61,779,28886
34,62,779,28874
34,64,1403,55034
34,65,1226,49133
34,66,1702,83603
34,67,307,13694
34,69,1639,73000
34,74,1546,63307
34,76,185,5855
34,77,1388,54925
34,78,1643,73256
34,79,1643,73050
34,80,1643,73031
34,81,1644,73142
34,83,1641,72995
34,85,1643,73029
34,87,1650,73138
34,89,1648,73071
34,90,1640,73119
34,91,592,24947
34,92,1268,49184
34,98,1632,73821
34,99,1631,74652
36,50,323,12526
36,51,289,10632
36,52,290,10662
36,53,289,10624
36,54,289,10632
36,55,326,12536
36,56,88,2743
36,57,299,12028
36,60,340,12849
36,61,284,10495
36,62,284,10495
36,64,348,13265
36,65,307,12182
36,66,336,12600
36,67,238,11155
36,69,343,13048
36,74,347,13130
36,76,202,6431
36,77,336,13027
36,78,351,13196
36,79,350,13173
36,80,351,13187
36,81,354,13241
36,83,356,13250
36,85,351,13187
36,87,351,13180
36,89,351,13186
36,90,351,13202
36,91,250,9404
36,92,319,12338
36,98,335,12849
36,99,330,12783
37,50,1385,60427
37,51,893,33503
37,52,893,33556
37,53,890,33444
37,54,892,33481
37,55,1440,59728
37,56,399,13746
37,57,1280,57762
37,60,1773,81021
37,61,899,33536
37,62,896,33461
37,64,1609,67794
37,65,1375,57037
37,66,1547,66163
37,67,331,14804
37,69,1732,77691
37,74,1779,78899
37,76,200,6355
37,77,1544,65668
37,78,1779,80636
37,79,1773,80410
37,80,1786,80514
37,81,1786,80654
37,83,1788,80651
37,85,1785,80491
37,87,1781,80502
37,89,1783,80577
37,90,1781,80682
37,91,598,25681
37,92,1422,57651
37,98,1660,71273
37,99,1666,71943
38,50,1385,60427
38,51,893,33503
38,52,892,33536
38,53,890,33444
38,54,892,33481
38,55,1441,59746
38,56,399,13746
38,57,1280,57762
38,60,1774,81074
38,61,899,33536
38,62,896,33461
38,64,1611,67867
38,65,1379,57125
38,66,1551,66265
38,67,331,14804
38,69,1734,77744
38,74,1779,78927
38,76,200,6355
38,77,1543,65677
38,78,1782,80720
38,79,1776,80494
38,80,1789,80598
38,81,1789,80738
38,83,1791,80735
38,85,1788,80575
38,87,1784,80586
38,89,1786,80661
38,90,1784,80766
38,91,598,25681
38,92,1423,57690
38,98,1662,71349
38,99,1668,72019
39,50,904,32731
39,51,1755,86557
39,52,1749,86688
39,53,1751,86303
39,54,1753,86485
39,55,751,28817
39,56,212,6551
39,57,829,30718
39,60,844,30986
39,61,1761,86663
39,62,1767,86684
39,64,783,29093
39,65,843,32286
39,66,808,29939
39,67,350,13229
39,69,873,32434
39,74,942,36038
39,76,219,6620
39,77,929,35383
39,78,865,32652
39,79,865,32626
39,80,869,32676
39,81,864,32554
39,83,863,32527
39,85,869,32677
39,87,868,32651
39,89,868,32702
39,90,869,32703
39,91,492,18232
39,92,993,38379
39,98,802,30392
39,99,809,30617
45,50,1266,52046
45,51,773,29094
45,52,776,29190
45,53,768,28946
45,54,773,29092
45,55,1240,49999
45,56,349,11794
45,57,1161,49031
45,60,1584,67888
45,61,778,29110
45,62,776,29053
45,64,1774,125658
45,65,1200,48079
45,66,1381,55964
45,67,324,14084
45,69,1487,61928
45,74,1509,62233
45,76,198,6204
45,77,1341,53139
45,78,1527,64104
45,79,1524,64004
45,80,1539,64104
45,81,1526,63971
45,83,1529,63922
45,85,1539,64114
45,87,1533,64021
45,89,1528,63926
45,90,1529,64201
45,91,522,22194
45,92,1270,48847
45,98,1397,57211
45,99,1404,57816
50,51,903,32838
50,52,906,32937
50,53,902,32818
50,54,904,32867
50,55,1287,56309
50,56,310,11133
50,57,1519,107691
50,60,1369,59186
50,61,905,32765
50,62,904,32725
50,64,1296,53330
50,65,1136,47025
50,66,1418,62928
50,67,364,15346
50,69,1518,75791
50,74,1402,61907
50,76,232,7024
50,77,1261,52547
50,78,1493,71245
50,79,1487,71003
50,80,1500,71147
50,81,1495,71197
50,83,1499,71155
50,85,1500,71158
50,87,1503,71232
50,89,1492,71175
50,90,1493,71149
50,91,794,33558
50,92,1163,46196
50,98,1489,67047
50,99,1489,67943
51,52,331,139118
51,53,238,138236
51,54,34,139387
51,55,762,29141
51,56,209,6588
51,57,855,31655
51,60,868,31664
51,61,1140,132633
51,62,1154,132600
51,64,772,29387
51,65,848,32820
51,66,784,30041
51,67,343,13434
51,69,867,32507
51,74,968,36985
51,76,226,6856
51,77,948,36327
51,78,879,33330
51,79,873,33157
51,80,881,33261
51,81,873,33128
51,83,869,33036
51,85,881,33261
51,87,881,33310
51,89,879,33308
51,90,879,33276
51,91,497,18549
51,92,985,39171
51,98,804,30800
51,99,810,31060
52,53,334,138049
52,54,332,138859
52,55,762,29155
52,56,210,6613
52,57,857,31744
52,60,871,31741
52,61,1145,133278
52,62,1156,133263
52,64,777,29530
52,65,843,32753
52,66,783,30059
52,67,344,13455
52,69,868,32595
52,74,970,37038
52,76,226,6868
52,77,945,36316
52,78,881,33404
52,79,876,33251
52,80,883,33335
52,81,877,33234
52,83,875,33188
52,85,883,33335
52,87,883,33384
52,89,881,33382
52,90,881,33350
52,91,501,18634
52,92,987,39259
52,98,804,30848
52,99,808,31067
53,54,252,138083
53,55,760,29043
53,56,209,6584
53,57,855,31662
53,60,868,31630
53,61,1159,132081
53,62,1163,131934
53,64,769,29310
53,65,841,32677
53,66,780,29964
53,67,344,13426
53,69,865,32475
53,74,963,36859
53,76,226,6832
53,77,942,36170
53,78,880,33354
53,79,875,33201
53,80,882,33285
53,81,874,33152
53,83,870,33060
53,85,882,33285
53,87,882,33334
53,89,880,33332
53,90,880,33300
53,91,498,18575
53,92,981,39083
53,98,798,30675
53,99,803,30920
54,55,762,29134
54,56,209,6588
54,57,856,31684
54,60,869,31682
54,61,1148,132508
54,62,1164,132495
54,64,772,29385
54,65,848,32817
54,66,783,30017
54,67,343,13434
54,69,867,32507
54,74,967,36959
54,76,227,6876
54,77,948,36311
54,78,879,33317
54,79,874,33164
54,80,881,33248
54,81,873,33115
54,83,869,33023
54,85,881,33248
54,87,881,33297
54,89,879,33295
54,90,879,33263
54,91,498,18570
54,92,985,39152
54,98,803,30772
54,99,809,31032
55,56,524,26618
55,57,1145,52525
55,60,1366,57210
55,61,768,29267
55,62,765,29169
55,64,1260,51297
55,65,1184,47893
55,66,1500,66644
55,67,325,14363
55,69,1543,69979
55,74,1439,59830
55,76,180,5770
55,77,1305,51462
55,78,1583,70157
55,79,1579,70002
55,80,1584,69926
55,81,1583,70088
55,83,1586,70050
55,85,1584,69927
55,87,1591,70150
55,89,1578,70036
55,90,1578,70110
55,91,591,25627
55,92,1165,45356
55,98,1551,71150
55,99,1561,71804
56,57,317,11376
56,60,390,13053
56,61,211,6626
56,62,209,6581
56,64,358,12092
56,65,369,12038
56,66,420,14784
56,67,155,4866
56,69,453,16008
56,74,419,14387
56,76,81,1993
56,77,346,11367
56,78,469,16399
56,79,471,16412
56,80,469,16380
56,81,468,16362
56,83,465,16334
56,85,469,16380
56,87,467,16370
56,89,468,16390
56,90,469,16365
56,91,270,8521
56,92,346,11131
56,98,470,16615
56,99,468,16621
57,60,1289,56883
57,61,851,31442
57,62,849,31382
57,64,1197,50175
57,65,1234,49704
57,66,1267,59123
57,67,373,15689
57,69,1377,70838
57,74,1299,58845
57,76,204,6420
57,77,1147,49433
57,78,1375,66871
57,79,1372,66688
57,80,1386,66885
57,81,1381,66943
57,83,1380,66847
57,85,1386,66896
57,87,1387,66934
57,89,1381,66980
57,90,1377,66847
57,91,719,31274
57,92,1221,48150
57,98,1320,62280
57,99,1322,63089
60,61,874,31795
60,62,870,31694
60,64,1633,69822
60,65,1397,56148
60,66,1549,64517
60,67,313,14012
60,69,1695,74684
60,74,1737,75560
60,76,183,5872
60,77,1545,63314
60,78,1749,77653
60,79,1741,77413
60,80,1759,77600
60,81,1742,77404
60,83,1748,77390
60,85,1760,77621
60,87,1752,77667
60,89,1741,77375
60,90,1738,77421
60,91,576,24836
60,92,1431,55900
60,98,1623,68242
60,99,1622,68932
61,62,115,139543
61,64,782,29438
61,65,848,32832
61,66,796,30303
61,67,347,13466
61,69,875,32572
61,74,976,37025
61,76,223,6752
61,77,954,36352
61,78,886,33431
61,79,881,33281
61,80,888,33362
61,81,882,33267
61,83,880,33222
61,85,888,33362
61,87,888,33411
61,89,884,33397
61,90,886,33377
61,91,499,18471
61,92,988,39231
61,98,807,30783
61,99,810,30979
62,64,779,29354
62,65,847,32775
62,66,793,30225
62,67,347,13466
62,69,871,32484
62,74,975,36965
62,76,223,6752
62,77,954,36334
62,78,884,33354
62,79,879,33204
62,80,886,33285
62,81,880,33190
62,83,878,33147
62,85,886,33285
62,87,886,33334
62,89,882,33320
62,90,884,33300
62,91,498,18449
62,92,988,39183
62,98,806,30766
62,99,808,30922
64,65,1239,48854
64,66,1420,56969
64,67,323,14221
64,69,1509,63029
64,74,1553,63802
64,76,200,6211
64,77,1373,54507
64,78,1552,65732
64,79,1551,65652
64,80,1566,65755
64,81,1559,65778
64,83,1556,65559
64,85,1565,65746
64,87,1563,65700
64,89,1552,65521
64,90,1553,65809
64,91,533,22583
64,92,1252,49198
64,98,1420,58739
64,99,1434,59462
65,66,1265,51480
65,67,388,16271
65,69,1412,59206
65,74,1501,68758
65,76,182,5814
65,77,1352,59509
65,78,1420,60409
65,79,1423,60246
65,80,1432,60375
65,81,1417,60229
65,83,1422,60275
65,85,1432,60375
65,87,1425,60234
65,89,1420,60263
65,90,1420,60350
65,91,626,24934
65,92,1429,57347
65,98,1291,54089
65,99,1297,54648
66,67,327,14262
66,69,1702,78391
66,74,1595,67348
66,76,182,5761
66,77,1436,58009
66,78,1707,78096
66,79,1711,78046
66,80,1718,78057
66,81,1715,78141
66,83,1722,78167
66,85,1718,78055
66,87,1713,77978
66,89,1705,77875
66,90,1708,78058
66,91,627,26653
66,92,1319,51595
66,98,1681,79286
66,99,1697,80322
67,69,336,14777
67,74,332,15078
67,76,434,13681
67,77,325,15020
67,78,330,14858
67,79,329,14823
67,80,329,14755
67,81,329,14837
67,83,331,14836
67,85,329,14755
67,87,330,14804
67,89,331,14857
67,90,327,14773
67,91,443,15752
67,92,375,15680
67,98,329,14529
67,99,328,14580
69,74,1814,80652
69,76,198,6242
69,77,1641,66764
69,78,1858,94717
69,79,1861,94496
69,80,1867,94403
69,81,1865,94675
69,83,1865,94667
69,85,1867,94414
69,87,1871,94745
69,89,1859,94605
69,90,1846,94260
69,91,722,31846
69,92,1426,57496
69,98,1777,84912
69,99,1785,86158
74,76,200,6296
74,77,1757,81680
74,78,1815,82674
74,79,1815,82525
74,80,1828,82598
74,81,1812,82490
74,83,1818,82547
74,85,1828,82597
74,87,1823,82641
74,89,1810,82413
74,90,1818,82686
74,91,619,26256
74,92,1550,68651
74,98,1695,72892
74,99,1714,73784
76,77,197,6273
76,78,196,6106
76,79,197,6131
76,80,197,6110
76,81,195,6080
76,83,195,6082
76,85,197,6110
76,87,195,6075
76,89,197,6126
76,90,198,6148
76,91,243,7440
76,92,188,5935
76,98,195,6108
76,99,192,6043
77,78,1632,68404
77,79,1632,68227
77,80,1648,68443
77,81,1635,68391
77,83,1638,68439
77,85,1648,68453
77,87,1648,68563
77,89,1635,68321
77,90,1629,68358
77,91,559,23164
77,92,1550,68489
77,98,1481,60767
77,99,1496,61386
78,79,261,156442
78,80,278,156598
78,81,285,157228
78,83,279,157177
78,85,274,156627
78,87,258,157138
78,89,305,157067
78,90,262,156568
78,91,693,29716
78,92,1467,59561
78,98,1804,84975
78,99,1808,86239
79,80,290,156104
79,81,295,156588
79,83,296,156601
79,85,288,156108
79,87,269,156566
79,89,307,156408
79,90,269,155893
79,91,691,29653
79,92,1465,59418
79,98,1802,84762
79,99,1806,86056
80,81,319,156840
80,83,312,156651
80,85,12,156617
80,87,237,156714
80,89,334,156545
80,90,291,156455
80,91,701,29734
80,92,1473,59446
80,98,1815,84887
80,99,1816,86099
81,83,193,157249
81,85,319,156854
81,87,272,157004
81,89,331,157008
